Carrier Code,Date (YYYY-MM-DD),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,2005-11-15,1942,N997DL,LGA,07:30:00,07:28:00,-2,0,0,0,0,0
DL,2005-11-15,1944,N909DL,LGA,08:30:00,08:29:00,-1,0,0,40,0,0
DL,2005-11-15,1946,N917DL,LGA,09:30:00,09:27:00,-3,0,0,0,0,0
DL,2005-11-15,1948,N915DL,LGA,10:30:00,10:28:00,-2,0,0,53,0,0
DL,2005-11-15,1950,N997DL,LGA,11:30:00,11:28:00,-2,0,0,49,0,0
DL,2005-11-15,1952,N909DL,LGA,12:30:00,00:00:00,0,0,0,0,0,0
DL,2005-11-15,1954,N917DL,LGA,13:30:00,13:32:00,2,0,0,0,0,0
DL,2005-11-15,1956,N915DL,LGA,14:30:00,14:32:00,2,0,0,0,0,0
DL,2005-11-15,1958,N909DL,LGA,15:30:00,15:30:00,0,0,0,0,0,0
DL,2005-11-15,1960,N997DL,LGA,16:30:00,16:30:00,0,0,0,0,0,0
DL,2005-11-15,1962,N917DL,LGA,17:30:00,17:29:00,-1,0,0,0,0,0
DL,2005-11-15,1964,N915DL,LGA,18:30:00,18:29:00,-1,0,0,0,0,0
DL,2005-11-15,1966,N909DL,LGA,19:30:00,19:29:00,-1,0,0,0,0,0
DL,2005-11-15,1968,N997DL,LGA,20:30:00,20:28:00,-2,0,0,0,0,0
DL,2006-11-15,0295,N988DL,ATL,07:00:00,07:00:00,0,0,0,36,0,0
DL,2006-11-15,0428,N3753,CVG,17:59:00,17:57:00,-2,0,0,0,0,0
DL,2006-11-15,0437,N3741S,ATL,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2006-11-15,0619,N994DL,ATL,12:59:00,13:25:00,26,3,0,21,0,23
DL,2006-11-15,0627,N3736C,ATL,17:59:00,19:00:00,61,61,0,21,0,0
DL,2006-11-15,0766,N3771K,ATL,07:59:00,08:09:00,10,0,0,42,0,0
DL,2006-11-15,0773,N905DE,ATL,08:59:00,08:54:00,-5,0,0,0,0,0
DL,2006-11-15,0925,N904DL,ATL,16:59:00,17:51:00,52,1,0,3,0,51
DL,2006-11-15,1001,N912DL,ATL,14:00:00,14:10:00,10,0,0,11,0,10
DL,2006-11-15,1067,N909DL,ATL,09:59:00,09:54:00,-5,0,0,0,0,0
DL,2006-11-15,1137,N3742C,ATL,19:59:00,21:16:00,77,0,0,10,0,77
DL,2006-11-15,1193,N969DL,ATL,11:00:00,10:59:00,-1,0,0,0,0,0
DL,2006-11-15,1259,N941DL,ATL,11:59:00,00:00:00,0,0,0,0,0,0
DL,2006-11-15,1268,N935DL,CVG,11:10:00,11:05:00,-5,0,0,0,0,0
DL,2006-11-15,1400,N913DL,ATL,14:59:00,15:02:00,3,0,0,18,0,0
DL,2006-11-15,1483,N390DA,CVG,06:45:00,06:38:00,-7,0,0,0,0,0
DL,2006-11-15,1515,N901DE,ATL,18:59:00,19:15:00,16,16,0,11,0,0
DL,2006-11-15,1618,N927DA,ATL,16:00:00,17:09:00,69,69,0,5,0,0
DL,2006-11-15,1724,N655DL,SLC,17:20:00,17:21:00,1,0,0,0,0,0
DL,2006-11-15,1940,N911DE,LGA,06:50:00,06:49:00,-1,0,0,0,0,0
DL,2006-11-15,1942,N916DE,LGA,07:30:00,07:28:00,-2,0,0,0,0,0
DL,2006-11-15,1944,N914DE,LGA,08:30:00,08:30:00,0,0,0,0,0,0
DL,2006-11-15,1946,N912DE,LGA,09:30:00,09:26:00,-4,0,0,0,0,0
DL,2006-11-15,1948,N911DE,LGA,10:30:00,10:29:00,-1,0,0,0,0,0
DL,2006-11-15,1950,N916DE,LGA,11:30:00,11:27:00,-3,0,0,0,0,0
DL,2006-11-15,1952,N914DE,LGA,12:30:00,12:30:00,0,0,0,0,0,0
DL,2006-11-15,1954,N912DE,LGA,13:30:00,13:29:00,-1,0,0,47,0,0
DL,2006-11-15,1956,N911DE,LGA,14:30:00,14:32:00,2,0,0,0,0,0
DL,2006-11-15,1958,N910DE,LGA,15:30:00,15:33:00,3,0,0,0,0,0
DL,2006-11-15,1960,N914DE,LGA,16:30:00,16:28:00,-2,0,0,0,0,0
DL,2006-11-15,1962,N912DE,LGA,17:30:00,17:48:00,18,0,0,0,0,0
DL,2006-11-15,1964,N911DE,LGA,18:30:00,18:26:00,-4,0,0,0,0,0
DL,2006-11-15,1966,N910DE,LGA,19:30:00,19:30:00,0,0,0,0,0,0
DL,2006-11-15,1968,N914DE,LGA,20:30:00,20:27:00,-3,0,0,0,0,0
DL,2007-11-15,0024,N957DL,ATL,13:55:00,13:57:00,2,0,0,0,0,0
DL,2007-11-15,0105,N908DL,ATL,15:55:00,15:54:00,-1,0,0,0,0,0
DL,2007-11-15,0116,N929DL,ATL,14:55:00,14:51:00,-4,0,0,0,0,0
DL,2007-11-15,0451,N396DA,ATL,06:00:00,06:02:00,2,0,0,0,0,0
DL,2007-11-15,0453,N971DL,ATL,07:00:00,06:58:00,-2,0,0,0,0,0
DL,2007-11-15,0455,N917DL,ATL,07:55:00,07:57:00,2,0,0,0,0,0
DL,2007-11-15,0457,N919DE,ATL,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2007-11-15,0459,N959DL,ATL,11:00:00,11:04:00,4,0,0,0,0,0
DL,2007-11-15,0461,N910DL,ATL,11:55:00,11:56:00,1,0,0,0,0,0
DL,2007-11-15,0463,N996DL,ATL,12:55:00,12:58:00,3,0,0,0,0,0
DL,2007-11-15,0465,N920DL,ATL,16:55:00,16:55:00,0,0,0,0,0,0
DL,2007-11-15,0467,N935DL,ATL,17:55:00,17:51:00,-4,0,0,0,0,0
DL,2007-11-15,0469,N971DL,ATL,18:55:00,18:54:00,-1,0,0,0,0,0
DL,2007-11-15,0471,N933DL,ATL,20:00:00,19:57:00,-3,0,0,0,0,0
DL,2007-11-15,0573,N650DL,SLC,17:20:00,17:20:00,0,0,0,0,0,0
DL,2007-11-15,0691,N3733Z,CVG,06:40:00,06:32:00,-8,0,0,0,0,0
DL,2007-11-15,1133,N967DL,CVG,11:00:00,10:57:00,-3,0,0,0,0,0
DL,2007-11-15,1261,N979DL,CVG,17:40:00,17:37:00,-3,0,0,0,0,0
DL,2007-11-15,1940,N915DE,LGA,06:50:00,06:49:00,-1,0,0,23,0,0
DL,2007-11-15,1942,N910DE,LGA,07:30:00,07:30:00,0,0,0,55,0,0
DL,2007-11-15,1944,N913DE,LGA,08:30:00,08:29:00,-1,0,0,43,0,0
DL,2007-11-15,1946,N909DE,LGA,09:30:00,00:00:00,0,0,0,0,0,0
DL,2007-11-15,1948,N909DE,LGA,10:30:00,10:28:00,-2,0,0,0,0,0
DL,2007-11-15,1950,N915DE,LGA,11:30:00,00:00:00,0,0,0,0,0,0
DL,2007-11-15,1952,N910DE,LGA,12:30:00,12:42:00,12,0,0,6,0,12
DL,2007-11-15,1954,N913DE,LGA,13:30:00,00:00:00,0,0,0,0,0,0
DL,2007-11-15,1956,N909DE,LGA,14:30:00,14:27:00,-3,0,0,0,0,0
DL,2007-11-15,1958,N915DE,LGA,15:30:00,15:29:00,-1,0,0,0,0,0
DL,2007-11-15,1960,N910DE,LGA,16:30:00,16:33:00,3,0,0,0,0,0
DL,2007-11-15,1962,N909DE,LGA,17:30:00,18:38:00,68,0,0,0,0,62
DL,2007-11-15,1964,N913DE,LGA,18:30:00,00:00:00,0,0,0,0,0,0
DL,2007-11-15,1966,N915DE,LGA,19:30:00,19:37:00,7,6,0,53,0,1
DL,2007-11-15,1968,N910DE,LGA,20:30:00,20:27:00,-3,0,0,48,0,0
DL,2008-11-15,0343,N646DL,ATL,07:00:00,07:05:00,5,0,0,0,0,0
DL,2008-11-15,0801,N913DN,ATL,06:00:00,06:18:00,18,18,0,2,0,0
DL,2008-11-15,0805,N908DL,ATL,08:00:00,07:58:00,-2,0,0,15,0,0
DL,2008-11-15,0809,N987DL,ATL,09:59:00,09:58:00,-1,0,0,0,0,0
DL,2008-11-15,0811,N956DL,ATL,11:00:00,10:56:00,-4,0,0,0,0,0
DL,2008-11-15,0813,N904DE,ATL,12:00:00,11:55:00,-5,0,0,0,0,0
DL,2008-11-15,0815,N910DE,ATL,13:00:00,13:06:00,6,0,0,27,0,6
DL,2008-11-15,0817,N932DL,ATL,13:59:00,13:57:00,-2,0,0,0,0,0
DL,2008-11-15,0819,N931DL,ATL,14:59:00,14:53:00,-6,0,0,0,0,0
DL,2008-11-15,0821,N918DL,ATL,16:00:00,15:57:00,-3,0,0,0,0,0
DL,2008-11-15,0823,N978DL,ATL,17:00:00,16:51:00,-9,0,0,24,0,0
DL,2008-11-15,0851,N981DL,ATL,19:00:00,18:58:00,-2,0,0,0,0,0
DL,2008-11-15,1107,N3743H,SLC,16:35:00,16:32:00,-3,0,0,0,0,0
DL,2008-11-15,1344,N911DE,LGA,08:30:00,08:29:00,-1,0,0,0,0,0
DL,2008-11-15,1348,N911DL,LGA,10:30:00,10:29:00,-1,0,0,0,0,0
DL,2008-11-15,1352,N911DE,LGA,12:30:00,12:29:00,-1,0,0,0,0,0
DL,2008-11-15,1356,N911DL,LGA,14:30:00,14:26:00,-4,0,0,0,0,0
DL,2008-11-15,1360,N903DE,LGA,16:30:00,16:28:00,-2,0,0,0,0,0
DL,2008-11-15,1364,N911DL,LGA,18:30:00,18:29:00,-1,0,0,0,0,0
DL,2009-11-15,0675,N665DN,ATL,07:00:00,07:00:00,0,0,0,0,0,0
DL,2009-11-15,1239,N608DA,SLC,17:30:00,17:30:00,0,0,0,0,0,0
DL,2009-11-15,1951,N907DA,ATL,06:00:00,05:54:00,-6,0,0,0,0,0
DL,2009-11-15,1955,N900DE,ATL,07:59:00,08:02:00,3,0,0,0,0,0
DL,2009-11-15,1959,N914DL,ATL,10:00:00,09:52:00,-8,0,0,0,0,0
DL,2009-11-15,1961,N905DL,ATL,11:00:00,10:58:00,-2,0,0,0,0,0
DL,2009-11-15,1963,N906DE,ATL,12:00:00,11:55:00,-5,0,0,0,0,0
DL,2009-11-15,1965,N630DL,ATL,13:00:00,13:01:00,1,0,0,0,0,0
DL,2009-11-15,1967,N635DL,ATL,14:00:00,13:59:00,-1,0,0,0,0,0
DL,2009-11-15,1969,N914DL,ATL,15:00:00,14:53:00,-7,0,0,0,0,0
DL,2009-11-15,1971,N663DN,ATL,16:00:00,15:55:00,-5,0,0,0,0,0
DL,2009-11-15,1973,N398DA,ATL,17:00:00,17:05:00,5,0,0,24,0,0
DL,2009-11-15,1975,N667DN,ATL,17:59:00,17:57:00,-2,0,0,0,0,0
DL,2009-11-15,1977,N636DL,ATL,19:00:00,19:00:00,0,0,0,0,0,0
DL,2009-11-15,1979,N392DA,ATL,20:00:00,19:56:00,-4,0,0,0,0,0
DL,2009-11-15,1981,N904DL,ATL,21:00:00,21:17:00,17,0,0,0,0,0
DL,2010-11-15,0221,N970DL,ATL,18:00:00,17:55:00,-5,0,0,0,0,0
DL,2010-11-15,0629,N319US,DTW,12:40:00,12:34:00,-6,0,0,0,0,0
DL,2010-11-15,1431,N972DL,MEM,11:40:00,11:53:00,13,2,0,15,0,9
DL,2010-11-15,1439,N923DL,ATL,13:00:00,12:55:00,-5,0,0,0,0,0
DL,2010-11-15,1463,N928DL,MSP,20:05:00,20:08:00,3,0,0,0,0,0
DL,2010-11-15,1539,N679DA,ATL,16:00:00,15:55:00,-5,0,0,0,0,0
DL,2010-11-15,1545,N365NB,DTW,07:30:00,07:35:00,5,0,0,0,0,0
DL,2010-11-15,1563,N936DL,MSP,18:42:00,00:00:00,0,0,0,0,0,0
DL,2010-11-15,1631,N324NB,MEM,17:20:00,17:30:00,10,10,0,9,0,0
DL,2010-11-15,1639,N628DL,ATL,13:59:00,13:55:00,-4,0,0,0,0,0
DL,2010-11-15,1645,N998DL,DTW,09:37:00,09:32:00,-5,0,0,0,0,0
DL,2010-11-15,1745,N358NB,DTW,11:05:00,10:56:00,-9,0,0,0,0,0
DL,2010-11-15,1763,N364NB,MSP,13:59:00,13:53:00,-6,0,0,0,0,0
DL,2010-11-15,1839,N616DL,ATL,19:00:00,19:05:00,5,0,0,17,0,0
DL,2010-11-15,1863,N323US,MSP,16:12:00,16:22:00,10,0,0,0,0,0
DL,2010-11-15,1939,N977DL,ATL,20:00:00,20:07:00,7,0,0,0,0,0
DL,2010-11-15,1945,N347NB,DTW,15:05:00,15:01:00,-4,0,0,0,0,0
DL,2010-11-15,1963,N323NB,MSP,12:04:00,12:00:00,-4,0,0,0,0,0
DL,2010-11-15,2039,N646DL,ATL,15:00:00,14:59:00,-1,0,0,0,0,0
DL,2010-11-15,2045,N324US,DTW,17:15:00,17:15:00,0,0,0,0,0,0
DL,2010-11-15,2063,N941DL,MSP,08:30:00,08:39:00,9,0,0,0,0,0
DL,2010-11-15,2139,N665DN,ATL,17:00:00,16:56:00,-4,0,0,0,0,0
DL,2010-11-15,2179,N6700,SLC,17:40:00,17:33:00,-7,0,0,0,0,0
DL,2010-11-15,2239,N918DE,ATL,21:00:00,20:49:00,-11,0,0,0,0,0
DL,2010-11-15,2245,N394DA,DTW,19:15:00,19:13:00,-2,0,0,0,0,0
DL,2010-11-15,2339,N997DL,ATL,12:00:00,11:51:00,-9,0,0,0,0,0
DL,2010-11-15,2435,N320NB,TPA,09:55:00,09:52:00,-3,0,0,0,0,0
DL,2010-11-15,2439,N639DL,ATL,11:00:00,10:56:00,-4,0,0,0,0,0
DL,2010-11-15,2441,N317NB,TPA,16:25:00,16:32:00,7,7,0,13,0,0
DL,2010-11-15,2539,N665DN,ATL,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2010-11-15,2639,N3767,ATL,08:59:00,08:52:00,-7,0,0,0,0,0
DL,2010-11-15,2665,N927DA,MCO,07:15:00,07:18:00,3,0,0,0,0,0
DL,2010-11-15,2669,N317NB,MCO,11:00:00,10:57:00,-3,0,0,0,0,0
DL,2010-11-15,2671,N355NB,MCO,13:50:00,13:46:00,-4,0,0,0,0,0
DL,2010-11-15,2675,N355NB,MCO,20:00:00,19:50:00,-10,0,0,0,0,0
DL,2010-11-15,2683,N355NB,MIA,06:50:00,06:46:00,-4,0,0,0,0,0
DL,2010-11-15,2695,N371NB,MIA,15:40:00,15:35:00,-5,0,0,0,0,0
DL,2010-11-15,2739,N907DE,ATL,07:59:00,07:56:00,-3,0,0,0,0,0
DL,2010-11-15,2839,N923DL,ATL,06:59:00,06:54:00,-5,0,0,0,0,0
DL,2010-11-15,2939,N370NW,ATL,05:45:00,05:58:00,13,0,0,0,0,0
DL,2011-11-15,0134,N653DL,ATL,18:00:00,17:54:00,-6,0,0,0,0,0
DL,2011-11-15,0151,N501US,ATL,12:00:00,12:00:00,0,0,0,0,0,0
DL,2011-11-15,0403,N912DN,ATL,06:00:00,06:04:00,4,0,0,0,0,0
DL,2011-11-15,0629,N908DL,DTW,12:45:00,12:40:00,-5,0,0,0,0,0
DL,2011-11-15,0832,N655DL,SLC,17:00:00,16:55:00,-5,0,0,0,0,0
DL,2011-11-15,0839,N914DN,ATL,07:00:00,06:55:00,-5,0,0,0,0,0
DL,2011-11-15,0939,N678DL,ATL,07:59:00,07:58:00,-1,0,0,0,0,0
DL,2011-11-15,1039,N951DL,ATL,09:00:00,08:57:00,-3,0,0,0,0,0
DL,2011-11-15,1139,N901DA,ATL,10:00:00,09:57:00,-3,0,0,0,0,0
DL,2011-11-15,1239,N552NW,ATL,11:00:00,10:55:00,-5,0,0,0,0,0
DL,2011-11-15,1431,N329NW,MEM,12:04:00,11:59:00,-5,0,0,0,0,0
DL,2011-11-15,1439,N554NW,ATL,13:00:00,12:53:00,-7,0,0,0,0,0
DL,2011-11-15,1445,N319US,DTW,06:05:00,06:00:00,-5,0,0,0,0,0
DL,2011-11-15,1463,N920DN,MSP,20:05:00,19:54:00,-11,0,0,0,0,0
DL,2011-11-15,1539,N901DA,ATL,16:00:00,16:00:00,0,0,0,0,0,0
DL,2011-11-15,1631,N321US,MEM,17:05:00,16:57:00,-8,0,0,0,0,0
DL,2011-11-15,1645,N964DL,DTW,09:51:00,09:48:00,-3,0,0,0,0,0
DL,2011-11-15,1663,N366NW,MSP,18:45:00,18:52:00,7,0,0,0,0,0
DL,2011-11-15,1745,N378NW,DTW,11:10:00,11:09:00,-1,0,0,0,0,0
DL,2011-11-15,1763,N924DN,MSP,14:19:00,14:14:00,-5,0,0,0,0,0
DL,2011-11-15,1839,N925DN,ATL,19:00:00,18:59:00,-1,0,0,0,0,0
DL,2011-11-15,1939,N964DL,ATL,20:00:00,19:55:00,-5,0,0,19,0,0
DL,2011-11-15,1963,N315NB,MSP,11:50:00,11:46:00,-4,0,0,0,0,0
DL,2011-11-15,2039,N926DH,ATL,15:00:00,15:00:00,0,0,0,0,0,0
DL,2011-11-15,2045,N325US,DTW,16:59:00,16:52:00,-7,0,0,0,0,0
DL,2011-11-15,2063,N328NB,MSP,08:25:00,08:36:00,11,11,0,9,0,0
DL,2011-11-15,2139,N698DL,ATL,17:00:00,17:03:00,3,0,0,0,0,0
DL,2011-11-15,2163,N909DA,MSP,06:24:00,06:16:00,-8,0,0,0,0,0
DL,2012-11-15,0151,N955DN,ATL,14:00:00,14:13:00,13,0,0,0,0,0
DL,2012-11-15,0629,N915DN,DTW,12:40:00,12:36:00,-4,0,0,0,0,0
DL,2012-11-15,0832,N6701,SLC,16:38:00,16:52:00,14,0,0,0,0,0
DL,2012-11-15,0839,N965DL,ATL,06:59:00,07:03:00,4,0,0,0,0,0
DL,2012-11-15,0939,N67171,ATL,07:59:00,07:56:00,-3,0,0,0,0,0
DL,2012-11-15,1039,N377DA,ATL,09:00:00,09:00:00,0,0,0,0,0,0
DL,2012-11-15,1139,N912DE,ATL,10:00:00,09:54:00,-6,0,0,0,0,0
DL,2012-11-15,1181,N302NB,JFK,17:00:00,17:01:00,1,0,0,0,0,0
DL,2012-11-15,1239,N647DL,ATL,11:00:00,10:54:00,-6,0,0,0,0,0
DL,2012-11-15,1431,N910DE,MEM,12:10:00,12:10:00,0,0,0,0,0,0
DL,2012-11-15,1439,N675DL,ATL,12:59:00,12:58:00,-1,0,0,0,0,0
DL,2012-11-15,1445,N367NW,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,2012-11-15,1539,N910DN,ATL,16:00:00,16:32:00,32,7,0,0,0,16
DL,2012-11-15,1631,N317US,MEM,17:31:00,17:28:00,-3,0,0,0,0,0
DL,2012-11-15,1645,N968DL,DTW,09:50:00,09:50:00,0,0,0,0,0,0
DL,2012-11-15,1663,N639DL,MSP,19:17:00,19:11:00,-6,0,0,0,0,0
DL,2012-11-15,1739,N992DL,ATL,18:00:00,17:57:00,-3,0,0,0,0,0
DL,2012-11-15,1763,N921DN,MSP,14:58:00,14:58:00,0,0,0,0,0,0
DL,2012-11-15,1931,N327NW,MEM,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2012-11-15,1938,N652DL,ATL,18:59:00,19:02:00,3,0,0,0,0,0
DL,2012-11-15,1939,N996DL,ATL,20:00:00,19:58:00,-2,0,0,0,0,0
DL,2012-11-15,1945,N994DL,DTW,15:00:00,14:54:00,-6,0,0,0,0,0
DL,2012-11-15,1956,N924DN,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2012-11-15,1963,N948DL,MSP,11:50:00,11:47:00,-3,0,0,0,0,0
DL,2012-11-15,2039,N953DN,ATL,15:00:00,14:56:00,-4,0,0,0,0,0
DL,2012-11-15,2045,N658DL,DTW,17:15:00,17:07:00,-8,0,0,0,0,0
DL,2012-11-15,2063,N934DN,MSP,08:30:00,08:29:00,-1,0,0,0,0,0
DL,2012-11-15,2139,N608DA,ATL,17:00:00,17:09:00,9,0,0,0,0,0
DL,2012-11-15,2145,N970DL,DTW,19:05:00,18:58:00,-7,0,0,0,0,0
DL,2012-11-15,2163,N314US,MSP,06:25:00,06:22:00,-3,0,0,0,0,0
DL,2012-11-15,2339,N911DA,ATL,11:59:00,11:57:00,-2,0,0,0,0,0
DL,2012-11-15,2359,N638DL,SLC,07:35:00,07:39:00,4,0,0,0,0,0
DL,2013-11-15,0151,N985DL,ATL,14:00:00,14:14:00,14,14,0,2,0,0
DL,2013-11-15,0539,N374NW,ATL,06:00:00,05:59:00,-1,0,0,0,0,0
DL,2013-11-15,0832,N651DL,SLC,16:30:00,16:29:00,-1,0,0,0,0,0
DL,2013-11-15,0872,N3768,ATL,06:59:00,06:55:00,-4,0,0,0,0,0
DL,2013-11-15,0939,N944DN,ATL,07:59:00,07:54:00,-5,0,0,0,0,0
DL,2013-11-15,1139,N914DN,ATL,11:00:00,10:57:00,-3,0,0,0,0,0
DL,2013-11-15,1239,N956DN,ATL,12:00:00,12:19:00,19,2,0,27,0,17
DL,2013-11-15,1351,N951DN,ATL,09:00:00,08:56:00,-4,0,0,0,0,0
DL,2013-11-15,1444,N3753,DTW,09:40:00,09:37:00,-3,0,0,0,0,0
DL,2013-11-15,1539,N964DN,ATL,16:00:00,15:56:00,-4,0,0,0,0,0
DL,2013-11-15,1545,N941DL,DTW,06:59:00,06:58:00,-1,0,0,0,0,0
DL,2013-11-15,1663,N330NW,MSP,19:14:00,19:13:00,-1,0,0,0,0,0
DL,2013-11-15,1739,N958DN,ATL,18:00:00,17:55:00,-5,0,0,0,0,0
DL,2013-11-15,1744,N357NW,DTW,12:45:00,12:38:00,-7,0,0,0,0,0
DL,2013-11-15,1763,N352NW,MSP,15:00:00,14:56:00,-4,0,0,0,0,0
DL,2013-11-15,1839,N955DN,ATL,19:00:00,19:10:00,10,0,0,0,0,0
DL,2013-11-15,1939,N917DE,ATL,20:00:00,19:57:00,-3,0,0,0,0,0
DL,2013-11-15,1945,N323NB,DTW,14:50:00,15:08:00,18,0,0,0,0,0
DL,2013-11-15,1963,N997DL,MSP,11:45:00,11:33:00,-12,0,0,0,0,0
DL,2013-11-15,2039,N945DL,ATL,15:00:00,14:59:00,-1,0,0,0,0,0
DL,2013-11-15,2045,N382DA,DTW,17:12:00,17:09:00,-3,0,0,0,0,0
DL,2013-11-15,2063,N3730B,MSP,08:30:00,08:26:00,-4,0,0,0,0,0
DL,2013-11-15,2145,N924DL,DTW,19:00:00,18:56:00,-4,0,0,0,0,0
DL,2013-11-15,2163,N353NW,MSP,06:15:00,06:09:00,-6,0,0,0,0,0
DL,2013-11-15,2239,N699DL,ATL,17:00:00,17:00:00,0,0,0,0,0,0
DL,2013-11-15,2339,N912DL,ATL,12:59:00,12:51:00,-8,0,0,0,0,0
DL,2013-11-15,2359,N6709,SLC,07:30:00,07:37:00,7,0,0,0,0,0
DL,2014-11-15,0151,N960DL,ATL,14:00:00,13:55:00,-5,0,0,0,0,0
DL,2014-11-15,0691,N669DN,SLC,07:20:00,07:16:00,-4,0,0,0,0,0
DL,2014-11-15,0839,N950DN,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2014-11-15,0872,N3734B,ATL,07:00:00,07:13:00,13,13,0,8,0,0
DL,2014-11-15,1139,N674DL,ATL,08:00:00,07:57:00,-3,0,0,0,0,0
DL,2014-11-15,1239,N910DN,ATL,09:00:00,08:58:00,-2,0,0,0,0,0
DL,2014-11-15,1401,N965DN,ATL,18:00:00,17:57:00,-3,0,0,0,0,0
DL,2014-11-15,1439,N927DN,ATL,11:00:00,10:53:00,-7,0,0,0,0,0
DL,2014-11-15,1442,N329NB,DTW,12:55:00,12:53:00,-2,0,0,0,0,0
DL,2014-11-15,1539,N947DN,ATL,12:00:00,11:52:00,-8,0,0,0,0,0
DL,2014-11-15,1639,N953DL,ATL,13:00:00,12:58:00,-2,0,0,0,0,0
DL,2014-11-15,1763,N336NB,MSP,14:45:00,14:39:00,-6,0,0,0,0,0
DL,2014-11-15,1839,N958DN,ATL,15:00:00,14:54:00,-6,0,0,0,0,0
DL,2014-11-15,1932,N924DN,MSP,16:40:00,16:38:00,-2,0,0,0,0,0
DL,2014-11-15,1963,N343NW,MSP,11:30:00,11:27:00,-3,0,0,0,0,0
DL,2014-11-15,2039,N911DA,ATL,17:00:00,17:02:00,2,0,0,0,0,0
DL,2014-11-15,2045,N964DL,DTW,17:27:00,17:22:00,-5,0,0,0,0,0
DL,2014-11-15,2063,N327NB,MSP,08:30:00,08:23:00,-7,0,0,0,0,0
DL,2014-11-15,2543,N921DN,DTW,09:47:00,09:46:00,-1,0,0,0,0,0
DL,2014-11-15,2633,N331NW,DTW,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2015-11-15,0151,N932DN,ATL,15:00:00,14:55:00,-5,0,0,0,0,0
DL,2015-11-15,0313,N949DN,MSP,19:11:00,19:07:00,-4,0,0,0,0,0
DL,2015-11-15,0327,N914DE,ATL,12:59:00,12:54:00,-5,0,0,0,0,0
DL,2015-11-15,0832,N684DA,SLC,16:32:00,16:30:00,-2,0,0,0,0,0
DL,2015-11-15,0839,N957DN,ATL,06:00:00,05:59:00,-1,0,0,0,0,0
DL,2015-11-15,0872,N905DA,ATL,07:00:00,06:59:00,-1,0,0,0,0,0
DL,2015-11-15,0964,N916DN,DTW,07:35:00,07:31:00,-4,0,0,0,0,0
DL,2015-11-15,0988,N341NW,DTW,12:23:00,12:19:00,-4,0,0,0,0,0
DL,2015-11-15,1057,N336NW,DTW,06:10:00,06:10:00,0,0,0,0,0,0
DL,2015-11-15,1139,N962DN,ATL,08:00:00,08:01:00,1,0,0,0,0,0
DL,2015-11-15,1213,N936DL,ATL,09:59:00,09:56:00,-3,0,0,0,0,0
DL,2015-11-15,1239,N925DN,ATL,09:00:00,08:57:00,-3,0,0,0,0,0
DL,2015-11-15,1275,N905DA,MSP,16:45:00,16:44:00,-1,0,0,0,0,0
DL,2015-11-15,1351,N945DN,ATL,20:00:00,19:56:00,-4,0,0,0,0,0
DL,2015-11-15,1363,N994DL,ATL,11:59:00,11:57:00,-2,0,0,0,0,0
DL,2015-11-15,1409,N931DL,ATL,19:00:00,18:57:00,-3,0,0,0,0,0
DL,2015-11-15,1539,N904DA,ATL,17:00:00,18:04:00,64,9,0,0,0,48
DL,2015-11-15,1631,N977DL,MSP,11:24:00,11:18:00,-6,0,0,0,0,0
DL,2015-11-15,1684,N935DL,MSP,14:40:00,14:39:00,-1,0,0,0,0,0
DL,2015-11-15,1839,N971DL,ATL,14:00:00,13:59:00,-1,0,0,0,0,0
DL,2015-11-15,2045,N357NB,DTW,17:23:00,17:20:00,-3,0,0,0,0,0
DL,2015-11-15,2063,N363NW,MSP,08:30:00,08:28:00,-2,0,0,0,0,0
DL,2015-11-15,2359,N392DA,SLC,07:25:00,07:21:00,-4,0,0,0,0,0
DL,2015-11-15,2379,N911DE,ATL,18:00:00,17:54:00,-6,0,0,0,0,0
DL,2015-11-15,2648,N924DN,ATL,11:00:00,10:56:00,-4,0,0,0,0,0
DL,2015-11-15,2651,N954DN,ATL,16:00:00,16:15:00,15,0,0,0,0,0
DL,2015-11-15,2827,N322US,DTW,19:30:00,19:27:00,-3,0,0,0,0,0
DL,2016-11-15,0091,N938AT,JFK,06:00:00,05:54:00,-6,0,0,0,0,0
DL,2016-11-15,0151,N303DN,ATL,14:44:00,14:41:00,-3,0,0,0,0,0
DL,2016-11-15,0730,N365NW,DTW,17:40:00,17:43:00,3,0,0,0,0,0
DL,2016-11-15,0863,N983AT,DTW,14:55:00,14:47:00,-8,0,0,0,0,0
DL,2016-11-15,0872,N309US,ATL,06:59:00,06:56:00,-3,0,0,0,0,0
DL,2016-11-15,0945,N318US,MSP,11:45:00,11:44:00,-1,0,0,0,0,0
DL,2016-11-15,1275,N339NW,DTW,07:30:00,07:22:00,-8,0,0,0,0,0
