Carrier Code,Date (YYYY-MM-DD),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,2013-11-05,1763,N353NW,MSP,15:00:00,14:59:00,-1,0,0,0,0,0
DL,2013-11-05,1839,N917DL,ATL,19:00:00,18:52:00,-8,0,0,0,0,0
DL,2013-11-05,1939,N3730B,ATL,20:00:00,19:54:00,-6,0,0,0,0,0
DL,2013-11-05,1945,N349NB,DTW,14:50:00,14:49:00,-1,0,0,0,0,0
DL,2013-11-05,1963,N911DE,MSP,11:45:00,11:39:00,-6,0,0,0,0,0
DL,2013-11-05,2039,N904DA,ATL,15:00:00,14:58:00,-2,0,0,0,0,0
DL,2013-11-05,2045,N3766,DTW,17:12:00,17:07:00,-5,0,0,0,0,0
DL,2013-11-05,2063,N378DA,MSP,08:30:00,08:26:00,-4,0,0,0,0,0
DL,2013-11-05,2145,N359NW,DTW,19:00:00,19:21:00,21,0,0,0,0,0
DL,2013-11-05,2163,N327NW,MSP,06:15:00,06:06:00,-9,0,0,0,0,0
DL,2013-11-05,2239,N922DX,ATL,16:59:00,16:56:00,-3,0,0,0,0,0
DL,2013-11-05,2339,N913DE,ATL,12:59:00,12:56:00,-3,0,0,0,0,0
DL,2013-11-05,2359,N6706Q,SLC,07:30:00,07:29:00,-1,0,0,16,0,0
DL,2014-11-05,0151,N945DL,ATL,14:00:00,13:57:00,-3,0,0,0,0,0
DL,2014-11-05,0691,N686DA,SLC,07:24:00,07:20:00,-4,0,0,0,0,0
DL,2014-11-05,0832,N6711M,SLC,16:35:00,16:34:00,-1,0,0,0,0,0
DL,2014-11-05,0839,N923DN,ATL,06:00:00,05:52:00,-8,0,0,0,0,0
DL,2014-11-05,0872,N3771K,ATL,06:59:00,06:57:00,-2,0,0,0,0,0
DL,2014-11-05,1139,N617DL,ATL,08:00:00,07:54:00,-6,0,0,0,0,0
DL,2014-11-05,1239,N920DN,ATL,09:00:00,08:58:00,-2,0,0,0,0,0
DL,2014-11-05,1275,N953DN,DTW,07:30:00,07:30:00,0,0,0,0,0,0
DL,2014-11-05,1401,N962DN,ATL,18:00:00,17:53:00,-7,0,0,0,0,0
DL,2014-11-05,1439,N389DA,ATL,11:00:00,11:02:00,2,0,0,0,0,0
DL,2014-11-05,1442,N935DL,DTW,12:55:00,12:54:00,-1,0,0,0,0,0
DL,2014-11-05,1539,N928DN,ATL,12:00:00,11:58:00,-2,0,0,0,0,0
DL,2014-11-05,1639,N913DL,ATL,12:59:00,12:53:00,-6,0,0,0,0,0
DL,2014-11-05,1663,N958DN,MSP,18:49:00,18:39:00,-10,0,0,0,0,0
DL,2014-11-05,1763,N329NB,MSP,15:05:00,15:18:00,13,5,0,23,0,0
DL,2014-11-05,1839,N682DA,ATL,15:00:00,14:57:00,-3,0,0,0,0,0
DL,2014-11-05,1932,N910DN,MSP,16:40:00,16:38:00,-2,0,0,0,0,0
DL,2014-11-05,1939,N904DA,ATL,16:00:00,15:57:00,-3,0,0,0,0,0
DL,2014-11-05,1963,N947DN,MSP,11:30:00,11:23:00,-7,0,0,0,0,0
DL,2014-11-05,2039,N907DA,ATL,17:00:00,17:01:00,1,0,0,0,0,0
DL,2014-11-05,2045,N935DL,DTW,17:27:00,17:30:00,3,0,0,0,0,0
DL,2014-11-05,2063,N329NB,MSP,08:30:00,08:26:00,-4,0,0,0,0,0
DL,2014-11-05,2145,N327NB,DTW,19:25:00,19:13:00,-12,0,0,0,0,0
DL,2014-11-05,2163,N319US,MSP,06:30:00,06:25:00,-5,0,0,0,0,0
DL,2014-11-05,2239,N937DN,ATL,19:00:00,20:06:00,66,0,0,0,0,48
DL,2014-11-05,2339,N965DN,ATL,20:00:00,19:56:00,-4,0,0,0,0,0
DL,2014-11-05,2543,N922DL,DTW,09:47:00,09:41:00,-6,0,0,0,0,0
DL,2014-11-05,2633,N314US,DTW,06:00:00,05:55:00,-5,0,0,0,0,0
DL,2015-11-05,0151,N959DN,ATL,15:00:00,15:04:00,4,0,0,0,0,0
DL,2015-11-05,0300,N932DL,DTW,09:42:00,09:37:00,-5,0,0,0,0,0
DL,2015-11-05,0313,N948DN,MSP,19:11:00,19:12:00,1,0,0,0,0,0
DL,2015-11-05,0327,N902DE,ATL,12:59:00,12:54:00,-5,0,0,0,0,0
DL,2015-11-05,0832,N698DL,SLC,16:32:00,16:23:00,-9,0,0,0,0,0
DL,2015-11-05,0839,N943DN,ATL,06:00:00,05:55:00,-5,0,0,19,0,0
DL,2015-11-05,0872,N915DN,ATL,06:59:00,06:53:00,-6,0,0,0,0,0
DL,2015-11-05,0964,N903DA,DTW,07:35:00,07:52:00,17,0,0,0,0,0
DL,2015-11-05,0988,N326US,DTW,12:23:00,13:34:00,71,15,0,0,0,32
DL,2015-11-05,1057,N359NW,DTW,06:10:00,06:10:00,0,0,0,0,0,0
DL,2015-11-05,1139,N927DN,ATL,07:59:00,07:54:00,-5,0,0,0,0,0
DL,2015-11-05,1213,N949DL,ATL,09:59:00,10:05:00,6,0,0,0,0,0
DL,2015-11-05,1239,N953DN,ATL,08:59:00,08:56:00,-3,0,0,0,0,0
DL,2015-11-05,1275,N934DN,MSP,16:45:00,16:54:00,9,0,0,0,0,0
DL,2015-11-05,1351,N919DN,ATL,20:00:00,20:14:00,14,1,0,12,0,13
DL,2015-11-05,1363,N919DE,ATL,11:59:00,11:55:00,-4,0,0,0,0,0
DL,2015-11-05,1409,N979DL,ATL,19:00:00,19:16:00,16,0,0,0,0,0
DL,2015-11-05,1539,N922DX,ATL,17:00:00,16:58:00,-2,0,0,0,0,0
DL,2015-11-05,1631,N936DL,MSP,11:24:00,11:21:00,-3,0,0,0,0,0
DL,2015-11-05,1684,N924DL,MSP,14:40:00,14:42:00,2,0,0,0,0,0
DL,2015-11-05,1839,N980DL,ATL,14:00:00,13:53:00,-7,0,0,0,0,0
DL,2015-11-05,2045,N326NB,DTW,17:23:00,17:15:00,-8,0,0,0,0,0
DL,2015-11-05,2063,N344NW,MSP,08:30:00,08:27:00,-3,0,0,0,0,0
DL,2015-11-05,2163,N327NW,MSP,06:30:00,06:35:00,5,0,0,0,0,0
DL,2015-11-05,2359,N3745B,SLC,07:25:00,07:19:00,-6,0,0,0,0,0
DL,2015-11-05,2379,N950DL,ATL,18:00:00,18:30:00,30,0,0,18,0,0
DL,2015-11-05,2648,N924DN,ATL,11:00:00,10:54:00,-6,0,0,0,0,0
DL,2015-11-05,2651,N917DN,ATL,16:00:00,15:59:00,-1,0,0,0,0,0
DL,2015-11-05,2827,N953DL,DTW,19:30:00,19:33:00,3,0,0,0,0,0
DL,2016-11-05,0151,N689DL,ATL,14:55:00,14:50:00,-5,0,0,0,0,0
DL,2016-11-05,0568,N338NB,DTW,09:40:00,09:33:00,-7,0,0,0,0,0
DL,2016-11-05,0841,N960AT,DTW,12:48:00,12:44:00,-4,0,0,0,0,0
DL,2016-11-05,0872,N313US,ATL,07:00:00,06:56:00,-4,0,0,0,0,0
DL,2016-11-05,1275,N360NW,MSP,17:05:00,17:01:00,-4,0,0,0,0,0
DL,2016-11-05,1335,N355NB,DTW,17:40:00,17:37:00,-3,0,0,0,0,0
DL,2016-11-05,1359,N959DN,MSP,11:45:00,11:38:00,-7,0,0,0,0,0
DL,2016-11-05,1381,N951AT,JFK,17:20:00,17:14:00,-6,0,0,0,0,0
DL,2016-11-05,1488,N311DN,ATL,18:00:00,17:55:00,-5,0,0,0,0,0
DL,2016-11-05,1754,N905DA,ATL,12:20:00,12:18:00,-2,0,0,0,0,0
DL,2016-11-05,1858,N990DL,MSP,15:00:00,14:57:00,-3,0,0,0,0,0
DL,2016-11-05,1900,N305DN,ATL,11:10:00,11:06:00,-4,0,0,0,0,0
DL,2016-11-05,1907,N307DX,ATL,08:15:00,08:15:00,0,0,0,0,0,0
DL,2016-11-05,1963,N904DA,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,2016-11-05,2067,N946DN,MSP,06:45:00,06:43:00,-2,0,0,0,0,0
DL,2016-11-05,2420,N3737C,SLC,07:30:00,07:24:00,-6,0,0,0,0,0
DL,2016-11-05,2543,N946AT,JFK,06:06:00,06:02:00,-4,0,0,0,0,0
DL,2017-11-05,0098,N333NB,DTW,15:00:00,14:50:00,-10,0,0,0,0,0
DL,2017-11-05,0132,N368NB,DTW,12:40:00,12:29:00,-11,0,0,0,0,0
DL,2017-11-05,0136,N340NW,DTW,17:43:00,17:45:00,2,0,0,0,0,0
DL,2017-11-05,0151,N301DV,ATL,15:04:00,15:04:00,0,0,0,0,0,0
DL,2017-11-05,0820,N303DN,ATL,12:28:00,12:29:00,1,0,0,0,0,0
DL,2017-11-05,0844,N321DH,ATL,13:30:00,13:39:00,9,0,0,15,0,0
DL,2017-11-05,1139,N354NW,ATL,08:15:00,08:23:00,8,0,0,0,0,0
DL,2017-11-05,1541,N352NB,MSP,19:09:00,19:37:00,28,0,0,0,0,0
DL,2017-11-05,1671,N339NW,MSP,14:45:00,14:38:00,-7,0,0,0,0,0
DL,2017-11-05,1726,N718TW,LAX,17:25:00,17:31:00,6,6,0,17,0,0
DL,2017-11-05,1995,N374DA,MSP,11:40:00,11:40:00,0,0,0,0,0,0
DL,2017-11-05,2063,N352NW,MSP,08:10:00,08:09:00,-1,0,0,0,0,0
DL,2017-11-05,2109,N319NB,DTW,07:30:00,07:24:00,-6,0,0,0,0,0
DL,2017-11-05,2209,N358NW,ATL,07:00:00,06:56:00,-4,0,0,0,0,0
DL,2017-11-05,2353,N309US,DTW,09:40:00,09:41:00,1,0,0,0,0,0
DL,2017-11-05,2460,N305DN,ATL,11:10:00,11:04:00,-6,0,0,0,0,0
DL,2017-11-05,2490,N316DN,ATL,19:15:00,19:12:00,-3,0,0,0,0,0
DL,2017-11-05,2544,N312DN,ATL,18:00:00,18:04:00,4,0,0,0,0,0
DL,2017-11-05,2586,N686DA,SLC,16:40:00,16:32:00,-8,0,0,0,0,0
DL,2017-11-05,2604,N315DN,ATL,10:05:00,10:05:00,0,0,0,0,0,0
DL,2017-11-05,2614,N322DN,ATL,16:15:00,16:15:00,0,0,0,0,0,0
DL,2018-11-05,0336,N322US,DTW,14:59:00,14:52:00,-7,0,0,0,0,0
DL,2018-11-05,0566,N352NB,DTW,12:40:00,12:33:00,-7,0,0,0,0,0
DL,2018-11-05,0702,N325US,DTW,17:58:00,18:00:00,2,0,0,0,0,0
DL,2018-11-05,0712,N321US,DTW,19:39:00,19:30:00,-9,0,0,0,0,0
DL,2018-11-05,0814,N362DN,ATL,19:09:00,19:20:00,11,0,0,46,0,0
DL,2018-11-05,0820,N348DN,ATL,12:20:00,12:13:00,-7,0,0,0,0,0
DL,2018-11-05,0839,N329NW,ATL,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2018-11-05,0844,N340DN,ATL,13:45:00,14:25:00,40,0,0,17,0,40
DL,2018-11-05,0932,N352NB,DTW,07:45:00,07:39:00,-6,0,0,0,0,0
DL,2018-11-05,0939,N548US,SLC,16:52:00,16:52:00,0,0,0,0,0,0
DL,2018-11-05,1224,N358DN,ATL,20:35:00,21:01:00,26,0,0,0,0,0
DL,2018-11-05,1368,N333NW,MSP,06:18:00,06:14:00,-4,0,0,0,0,0
DL,2018-11-05,1420,N925AT,JFK,06:00:00,06:06:00,6,0,0,0,0,0
DL,2018-11-05,1456,N364NW,MSP,11:07:00,11:06:00,-1,0,0,0,0,0
DL,2018-11-05,1541,N336NW,MSP,20:08:00,20:04:00,-4,0,0,0,0,0
DL,2018-11-05,1612,N354NW,DTW,06:00:00,05:52:00,-8,0,0,0,0,0
DL,2018-11-05,1671,N339NW,MSP,14:55:00,14:49:00,-6,0,0,0,0,0
DL,2018-11-05,1726,N704X,LAX,17:15:00,17:08:00,-7,0,0,0,0,0
DL,2018-11-05,1794,N364DX,ATL,16:20:00,16:14:00,-6,0,0,0,0,0
DL,2018-11-05,1822,N348DN,ATL,18:07:00,18:02:00,-5,0,0,67,0,0
DL,2018-11-05,2063,N320NB,MSP,08:30:00,08:35:00,5,0,0,0,0,0
DL,2018-11-05,2140,N354DN,ATL,08:15:00,08:52:00,37,0,0,50,0,0
DL,2018-11-05,2267,N339NW,DTW,09:50:00,09:50:00,0,0,0,0,0,0
DL,2018-11-05,2460,N334DN,ATL,11:09:00,11:06:00,-3,0,0,0,0,0
DL,2018-11-05,2595,N358NW,ATL,07:00:00,06:55:00,-5,0,0,28,0,0
DL,2018-11-05,2604,N310DN,ATL,10:09:00,10:08:00,-1,0,0,0,0,0
DL,2018-11-05,2738,N358DN,ATL,15:00:00,15:06:00,6,0,0,21,0,6
DL,2019-11-05,0832,N6705Y,SLC,16:39:00,16:35:00,-4,0,0,0,0,0
DL,2019-11-05,0839,N344NW,ATL,06:00:00,05:54:00,-6,0,0,0,0,0
DL,2019-11-05,0952,N373NW,MSP,19:35:00,19:33:00,-2,0,0,0,0,0
DL,2019-11-05,1139,N307DX,ATL,08:00:00,08:01:00,1,0,0,0,0,0
DL,2019-11-05,1144,N325DN,DTW,17:37:00,17:38:00,1,0,0,0,0,0
DL,2019-11-05,1368,N359NW,MSP,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2019-11-05,1421,N351DN,DTW,09:36:00,09:32:00,-4,0,0,0,0,0
DL,2019-11-05,1464,N344NB,MSP,11:04:00,11:03:00,-1,0,0,0,0,0
DL,2019-11-05,1515,N306DN,MSP,08:30:00,08:27:00,-3,0,0,0,0,0
DL,2019-11-05,1618,N961AT,CVG,14:00:00,13:57:00,-3,0,0,0,0,0
DL,2019-11-05,1631,N710TW,LAX,17:20:00,17:35:00,15,0,0,0,0,0
DL,2019-11-05,1647,N954AT,CVG,09:38:00,09:25:00,-13,0,0,0,0,0
DL,2019-11-05,1764,N318NB,MSP,14:45:00,14:40:00,-5,0,0,0,0,0
DL,2019-11-05,1812,N961AT,CVG,18:59:00,18:52:00,-7,0,0,0,0,0
DL,2019-11-05,1960,N373NW,DTW,06:00:00,05:53:00,-7,0,0,0,0,0
DL,2019-11-05,1963,N324DX,ATL,16:14:00,16:15:00,1,0,0,0,0,0
DL,2019-11-05,2086,N906AT,JFK,06:00:00,07:05:00,65,51,0,0,0,0
DL,2019-11-05,2238,N301DV,ATL,17:58:00,17:53:00,-5,0,0,0,0,0
DL,2019-11-05,2267,N329NB,DTW,07:20:00,07:14:00,-6,0,0,0,0,0
DL,2019-11-05,2349,N358DN,ATL,15:02:00,14:59:00,-3,0,0,0,0,0
DL,2019-11-05,2373,N310DN,DTW,20:10:00,20:05:00,-5,0,0,0,0,0
DL,2019-11-05,2594,N360DN,ATL,11:14:00,11:09:00,-5,0,0,0,0,0
DL,2019-11-05,2595,N325US,ATL,06:59:00,06:54:00,-5,0,0,0,0,0
DL,2019-11-05,2602,N320DN,ATL,12:16:00,12:10:00,-6,0,0,0,0,0
DL,2019-11-05,2638,N321DH,ATL,10:13:00,10:06:00,-7,0,0,0,0,0
DL,2019-11-05,2799,N396DN,ATL,13:30:00,13:38:00,8,0,0,0,0,0
DL,2019-11-05,2811,N320DN,ATL,18:59:00,18:53:00,-6,0,0,0,0,0
DL,2019-11-05,2945,N337DN,DTW,12:59:00,12:53:00,-6,0,0,0,0,0
DL,2020-11-05,0317,N3747D,LAX,17:20:00,18:32:00,72,39,0,0,0,0
DL,2020-11-05,0416,N372DN,ATL,08:10:00,08:03:00,-7,0,0,0,0,0
DL,2020-11-05,0432,N378DN,ATL,11:10:00,11:04:00,-6,0,0,0,0,0
DL,2020-11-05,0440,N347NB,ATL,14:40:00,14:37:00,-3,0,0,0,0,0
DL,2020-11-05,0457,N376NW,ATL,07:00:00,06:55:00,-5,0,0,0,0,0
DL,2020-11-05,0459,N334DN,ATL,13:05:00,13:00:00,-5,0,0,0,0,0
DL,2020-11-05,0464,N361NW,ATL,17:30:00,17:24:00,-6,0,0,0,0,0
DL,2020-11-05,0777,N556NW,SLC,17:59:00,17:52:00,-7,0,0,0,0,0
DL,2020-11-05,1043,N356DN,MSP,17:36:00,17:30:00,-6,0,0,0,0,0
DL,2020-11-05,1051,N365NB,MSP,07:55:00,07:48:00,-7,0,0,0,0,0
DL,2020-11-05,1108,N360NW,MSP,12:55:00,12:46:00,-9,0,0,0,0,0
DL,2020-11-05,1567,N326NB,DTW,06:00:00,05:59:00,-1,0,0,0,0,0
DL,2020-11-05,2024,N344NB,DTW,13:14:00,13:11:00,-3,0,0,0,0,0
DL,2020-11-05,2096,N340NB,DTW,17:30:00,17:23:00,-7,0,0,0,0,0
DL,2021-11-05,0306,N357DN,ATL,12:58:00,12:59:00,1,0,0,0,0,0
DL,2021-11-05,0307,N114DN,ATL,09:10:00,09:10:00,0,0,0,0,0,0
DL,2021-11-05,0342,N706TW,LAX,17:30:00,17:35:00,5,0,0,0,0,0
DL,2021-11-05,0361,N364DX,ATL,19:30:00,19:27:00,-3,0,0,0,0,0
DL,2021-11-05,0395,N375DN,ATL,10:30:00,10:23:00,-7,0,0,0,0,0
DL,2021-11-05,0418,N395DZ,ATL,14:55:00,14:50:00,-5,0,0,0,0,0
DL,2021-11-05,0457,N319US,ATL,06:59:00,06:55:00,-4,0,0,0,0,0
DL,2021-11-05,0464,N312DN,ATL,17:20:00,17:17:00,-3,0,0,0,0,0
DL,2021-11-05,0528,N376NW,ATL,06:00:00,06:03:00,3,0,0,0,0,0
DL,2021-11-05,0538,N101DQ,ATL,11:53:00,12:06:00,13,0,0,0,0,0
DL,2021-11-05,0539,N120DN,ATL,08:10:00,08:05:00,-5,0,0,0,0,0
DL,2021-11-05,0760,N554NW,SLC,16:38:00,16:36:00,-2,0,0,0,0,0
DL,2021-11-05,1343,N317US,MSP,14:59:00,14:53:00,-6,0,0,0,0,0
DL,2021-11-05,1530,N353DN,DTW,09:45:00,09:45:00,0,0,0,0,0,0
DL,2021-11-05,1637,N335DN,DTW,20:25:00,20:28:00,3,0,0,0,0,0
DL,2021-11-05,1740,N333NW,MSP,06:35:00,06:30:00,-5,0,0,0,0,0
DL,2021-11-05,2244,N369DN,MSP,18:30:00,18:23:00,-7,0,0,0,0,0
DL,2021-11-05,2289,N376DN,MSP,12:15:00,12:13:00,-2,0,0,0,0,0
DL,2021-11-05,2623,N341NB,DTW,12:59:00,13:11:00,12,0,0,0,0,0
DL,2021-11-05,2675,N334NW,MSP,07:59:00,07:53:00,-6,0,0,0,0,0
DL,2021-11-05,2885,N336NW,DTW,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2021-11-05,2995,N377NW,DTW,17:00:00,16:55:00,-5,0,0,0,0,0
DL,2022-11-05,0306,N342NW,ATL,13:10:00,13:14:00,4,0,0,0,0,0
DL,2022-11-05,0395,N355NW,ATL,10:06:00,10:15:00,9,0,0,0,0,0
DL,2022-11-05,0418,N328NW,ATL,15:13:00,15:34:00,21,0,0,0,0,0
DL,2022-11-05,0457,N328NW,ATL,06:59:00,06:52:00,-7,0,0,0,0,0
DL,2022-11-05,0508,N710TW,LAX,17:15:00,17:14:00,-1,0,0,0,0,0
DL,2022-11-05,0528,N348NW,ATL,06:00:00,06:01:00,1,0,0,0,0,0
DL,2022-11-05,0560,N334NW,ATL,08:05:00,08:05:00,0,0,0,0,0,0
DL,2022-11-05,1343,N326NB,MSP,15:07:00,15:05:00,-2,0,0,0,0,0
DL,2022-11-05,1522,N378NW,ATL,09:05:00,09:01:00,-4,0,0,0,0,0
DL,2022-11-05,1548,N660DL,ATL,17:10:00,17:10:00,0,0,0,0,0,0
DL,2022-11-05,1740,N340NB,MSP,06:00:00,05:57:00,-3,0,0,0,0,0
DL,2022-11-05,2093,N333NW,MSP,11:30:00,11:28:00,-2,0,0,0,0,0
DL,2022-11-05,2244,N307DU,MSP,18:45:00,19:34:00,49,0,0,1,0,29
DL,2022-11-05,2623,N320US,DTW,12:35:00,13:42:00,67,0,0,0,0,66
DL,2022-11-05,2675,N363NW,MSP,07:38:00,07:32:00,-6,0,0,0,0,0
DL,2022-11-05,2875,N311DN,DTW,10:06:00,10:05:00,-1,0,0,0,0,0
DL,2022-11-05,2879,N67171,SLC,17:33:00,17:34:00,1,0,0,17,0,0
DL,2022-11-05,2885,N336NW,DTW,06:14:00,06:07:00,-7,0,0,0,0,0
DL,2022-11-05,2936,N307DX,ATL,19:30:00,19:27:00,-3,0,0,0,0,0
DL,2022-11-05,2995,N336NW,DTW,17:38:00,17:58:00,20,0,0,0,0,0
DL,2023-11-05,0343,N343DN,ATL,07:59:00,08:00:00,1,0,0,0,0,0
DL,2023-11-05,0380,N337DN,ATL,12:10:00,12:07:00,-3,0,0,0,0,0
DL,2023-11-05,0410,N302NB,ATL,06:00:00,05:56:00,-4,0,0,0,0,0
DL,2023-11-05,0426,N392DN,ATL,10:10:00,10:12:00,2,0,0,0,0,0
DL,2023-11-05,0455,N325DN,ATL,09:00:00,08:57:00,-3,0,0,0,0,0
DL,2023-11-05,0553,N542DE,SLC,17:20:00,17:22:00,2,0,0,0,0,0
DL,2023-11-05,0736,N704X,LAX,17:20:00,17:36:00,16,0,0,0,0,0
DL,2023-11-05,0737,N343DN,ATL,14:05:00,14:02:00,-3,0,0,0,0,0
DL,2023-11-05,0759,N360DN,ATL,15:10:00,15:28:00,18,0,0,0,0,0
DL,2023-11-05,0832,N343DN,ATL,20:30:00,20:52:00,22,0,0,0,0,0
DL,2023-11-05,0850,N308DN,ATL,18:30:00,18:32:00,2,0,0,0,0,0
DL,2023-11-05,0901,N328NB,ATL,07:00:00,06:55:00,-5,0,0,0,0,0
DL,2023-11-05,0950,N338DN,ATL,19:30:00,19:48:00,18,0,0,0,0,0
DL,2023-11-05,1019,N365NW,MIA,15:00:00,15:05:00,5,0,0,0,0,0
DL,2023-11-05,1085,N329NW,DTW,09:59:00,09:48:00,-11,0,0,0,0,0
DL,2023-11-05,1165,N323NB,MSP,07:35:00,07:47:00,12,0,0,0,0,0
DL,2023-11-05,1435,N349NB,DTW,06:00:00,05:58:00,-2,0,0,0,0,0
DL,2023-11-05,1447,N375NC,DTW,17:56:00,18:17:00,21,0,0,0,0,0
DL,2023-11-05,1740,N358NB,MSP,06:10:00,06:03:00,-7,0,0,0,0,0
DL,2023-11-05,2280,N356NW,MSP,11:55:00,11:55:00,0,0,0,0,0,0
DL,2023-11-05,2436,N324DX,MSP,16:10:00,16:11:00,1,0,0,0,0,0
DL,2023-11-05,2442,N369NW,MCO,06:59:00,07:44:00,45,23,0,0,0,0
DL,2023-11-05,2676,N319US,DTW,20:15:00,20:32:00,17,0,0,0,0,0
DL,2023-11-05,2698,N359NB,MSP,18:59:00,18:54:00,-5,0,0,0,0,0
DL,2023-11-05,2729,N369NW,MCO,14:00:00,13:55:00,-5,0,0,0,0,0
DL,2023-11-05,2849,N355NB,DTW,12:55:00,12:46:00,-9,0,0,0,0,0
DL,2003-11-06,0209,N906DE,ATL,17:05:00,17:14:00,9,0,0,0,0,0
DL,2003-11-06,0319,N934DL,ATL,16:05:00,16:17:00,12,0,0,28,0,0
DL,2003-11-06,0399,N312DL,CVG,13:40:00,13:41:00,1,0,0,0,0,0
DL,2003-11-06,0454,N965DL,ATL,09:05:00,09:12:00,7,0,0,15,0,0
DL,2003-11-06,0573,N665DN,SLC,18:20:00,18:22:00,2,0,0,15,0,0
DL,2003-11-06,0585,N948DL,ATL,08:05:00,08:05:00,0,0,0,0,0,0
DL,2003-11-06,0623,N3754A,ATL,14:05:00,14:09:00,4,0,0,20,0,0
DL,2003-11-06,0725,N985DL,ATL,15:05:00,15:09:00,4,0,0,23,0,0
DL,2003-11-06,0746,N992DL,JFK,14:59:00,15:10:00,11,0,0,0,0,0
DL,2003-11-06,0753,N3766,CVG,06:45:00,06:42:00,-3,0,0,0,0,0
DL,2003-11-06,0802,N985DL,CVG,10:05:00,09:56:00,-9,0,0,0,0,0
DL,2003-11-06,0843,N983DL,ATL,12:05:00,12:03:00,-2,0,0,0,0,0
DL,2003-11-06,0883,N331DL,ATL,21:05:00,21:43:00,38,0,0,0,0,36
DL,2003-11-06,0918,N960DL,ATL,18:05:00,18:31:00,26,0,0,26,0,5
DL,2003-11-06,0925,N386DA,ATL,10:05:00,10:07:00,2,0,0,0,0,0
DL,2003-11-06,0961,N912DE,ATL,13:05:00,13:40:00,35,17,0,0,0,16
DL,2003-11-06,1263,N3750D,ATL,07:05:00,07:02:00,-3,0,0,0,0,0
DL,2003-11-06,1285,N992DL,ATL,20:05:00,20:18:00,13,0,0,0,0,0
DL,2003-11-06,1297,N957DL,ATL,19:05:00,19:40:00,35,0,0,37,0,0
DL,2003-11-06,1403,N243WA,CVG,18:00:00,18:01:00,1,0,0,0,0,0
DL,2003-11-06,1740,N241DL,LGA,06:30:00,06:32:00,2,0,0,0,0,0
DL,2003-11-06,1742,N242DL,LGA,07:30:00,07:30:00,0,0,0,0,0,0
DL,2003-11-06,1744,N223DZ,LGA,08:30:00,08:30:00,0,0,0,16,0,0
DL,2003-11-06,1746,N231DN,LGA,09:30:00,09:32:00,2,0,0,0,0,0
DL,2003-11-06,1748,N241DL,LGA,10:30:00,10:30:00,0,0,0,0,0,0
DL,2003-11-06,1750,N242DL,LGA,11:30:00,11:29:00,-1,0,0,0,0,0
DL,2003-11-06,1752,N223DZ,LGA,12:30:00,12:31:00,1,0,0,0,0,0
DL,2003-11-06,1754,N231DN,LGA,13:30:00,13:35:00,5,0,0,0,0,0
DL,2003-11-06,1756,N241DL,LGA,14:30:00,14:30:00,0,0,0,0,0,0
DL,2003-11-06,1758,N242DL,LGA,15:30:00,15:32:00,2,0,0,0,0,0
DL,2003-11-06,1760,N223DZ,LGA,16:30:00,16:32:00,2,0,0,0,0,0
DL,2003-11-06,1762,N231DN,LGA,17:30:00,17:42:00,12,0,0,0,0,0
DL,2003-11-06,1764,N241DL,LGA,18:30:00,18:31:00,1,0,0,0,0,0
DL,2003-11-06,1766,N242DL,LGA,19:30:00,19:44:00,14,0,0,23,0,14
DL,2003-11-06,1768,N231DN,LGA,20:30:00,21:07:00,37,0,0,1,0,37
DL,2003-11-06,1897,N373DL,ATL,11:05:00,11:13:00,8,0,0,0,0,0
DL,2004-11-06,0209,N927DA,ATL,17:05:00,17:01:00,-4,0,0,0,0,0
DL,2004-11-06,0301,N949DL,ATL,15:05:00,15:08:00,3,0,0,0,0,0
DL,2004-11-06,0573,N390DA,SLC,16:59:00,17:00:00,1,0,0,0,0,0
DL,2004-11-06,0585,N965DL,ATL,08:05:00,08:00:00,-5,0,0,0,0,0
DL,2004-11-06,0612,N3763D,ATL,07:05:00,07:04:00,-1,0,0,0,0,0
DL,2004-11-06,0746,N970DL,JFK,14:55:00,15:03:00,8,0,0,0,0,0
DL,2004-11-06,0843,N976DL,ATL,12:05:00,12:04:00,-1,0,0,0,0,0
DL,2004-11-06,0918,N913DL,ATL,18:05:00,18:00:00,-5,0,0,0,0,0
DL,2004-11-06,0925,N921DL,ATL,10:05:00,10:06:00,1,0,0,0,0,0
DL,2004-11-06,0961,N930DL,ATL,13:05:00,13:10:00,5,0,0,0,0,0
DL,2004-11-06,0965,N3748Y,CVG,06:45:00,06:38:00,-7,0,0,0,0,0
DL,2004-11-06,1142,N962DL,CVG,10:05:00,10:00:00,-5,0,0,0,0,0
DL,2004-11-06,1285,N970DL,ATL,20:05:00,20:15:00,10,0,0,0,0,0
DL,2004-11-06,1297,N959DL,ATL,19:05:00,18:59:00,-6,0,0,0,0,0
DL,2004-11-06,1438,N332DL,CVG,13:40:00,13:35:00,-5,0,0,0,0,0
DL,2004-11-06,1897,N940DL,ATL,11:05:00,11:06:00,1,0,0,0,0,0
